4.930000000000004547e+03 9.833127860452223201e-01
4.930050000000004729e+03 9.820558965353900494e-01
4.930100000000003092e+03 9.807149305144082785e-01
4.930149999999997817e+03 9.795477316163943016e-01
4.930199999999997090e+03 9.786167801896389351e-01
4.930249999999999091e+03 9.779032984397932893e-01
4.930300000000002001e+03 9.773895851549295744e-01
4.930350000000004911e+03 9.770306767176768492e-01
4.930399999999995998e+03 9.767292546784192009e-01
4.930450000000001637e+03 9.763938997999159763e-01
4.930500000000001819e+03 9.760283395293303244e-01
4.930550000000004729e+03 9.756882541079711091e-01
4.930599999999998545e+03 9.753901854999414978e-01
4.930650000000000546e+03 9.751186308798480695e-01
4.930700000000000728e+03 9.748732536759385781e-01
4.930749999999996362e+03 9.746662285021983063e-01
4.930800000000003820e+03 9.745012201416612951e-01
4.930850000000004002e+03 9.743730553815640461e-01
4.930899999999995998e+03 9.742695554046431061e-01
4.930949999999996180e+03 9.741922398494051727e-01
4.931000000000001819e+03 9.741377580868357811e-01
4.931050000000002910e+03 9.741094635481817310e-01
4.931099999999997635e+03 9.740988197816223826e-01
4.931150000000003274e+03 9.740866367610304666e-01
4.931199999999999818e+03 9.740467188558720180e-01
4.931250000000002728e+03 9.738992050359096542e-01
4.931300000000002910e+03 9.735875230370800715e-01
4.931349999999998545e+03 9.730310801814420207e-01
4.931399999999996908e+03 9.724682888393892943e-01
4.931449999999995271e+03 9.720688797905193690e-01
4.931500000000002728e+03 9.718284861181381018e-01
4.931549999999999272e+03 9.717287699178871474e-01
4.931600000000000364e+03 9.717475121114431680e-01
4.931649999999996908e+03 9.719143990433313229e-01
4.931699999999996180e+03 9.722564826474745514e-01
4.931750000000003638e+03 9.728012936853789316e-01
4.931800000000002001e+03 9.735362973937669029e-01
4.931849999999998545e+03 9.744306638720747760e-01
4.931899999999998727e+03 9.753917144696089281e-01
4.931950000000003456e+03 9.761391284253940759e-01
4.932000000000000000e+03 9.762370601559454686e-01
4.932049999999997453e+03 9.756292653794579328e-01
4.932100000000003092e+03 9.746769312649904426e-01
4.932149999999995998e+03 9.735442872113559964e-01
4.932200000000002547e+03 9.719288872305458238e-01
4.932250000000003638e+03 9.698247374404881382e-01
4.932299999999997453e+03 9.676995569455848489e-01
4.932349999999999454e+03 9.657896971230613969e-01
4.932400000000000546e+03 9.640537590806553814e-01
4.932449999999997999e+03 9.624918178828625326e-01
4.932500000000000000e+03 9.611932635782207690e-01
4.932549999999995634e+03 9.601492630012844476e-01
4.932600000000002183e+03 9.592942393150004632e-01
4.932649999999998727e+03 9.585410505155158578e-01
4.932700000000001637e+03 9.577958538416981860e-01
4.932750000000001819e+03 9.569640909817362928e-01
4.932799999999996544e+03 9.558420528690311224e-01
4.932850000000003092e+03 9.541942665061092788e-01
4.932900000000001455e+03 9.520927107571536263e-01
4.932949999999998909e+03 9.499668781922689931e-01
4.933000000000002728e+03 9.481628709265906840e-01
4.933050000000003820e+03 9.468001836010720984e-01
4.933099999999998545e+03 9.458595688940544255e-01
4.933149999999995998e+03 9.453022182106234350e-01
4.933200000000002547e+03 9.450873414656597582e-01
